,alias,baseCcy,category,ctMult,ctType,ctVal,ctValCcy,expTime,instFamily,instId,instType,lever,listTime,lotSz,maxIcebergSz,maxLmtAmt,maxLmtSz,maxMktAmt,maxMktSz,maxStopSz,maxTriggerSz,maxTwapSz,minSz,optType,quoteCcy,settleCcy,state,stk,tickSz,uly
118,,DORA,1,,,,,,,DORA-USDT,SPOT,,1695091686000,0.01,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,100,,USDT,,live,,0.0001,
119,,DOSE,1,,,,,,,DOSE-USDT,SPOT,,1635930855000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,,live,,0.000001,
120,,DOT,1,,,,,,,DOT-USDT,SPOT,10,1598061640000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDT,,live,,0.001,
121,,DYDX,1,,,,,,,DYDX-USDT,SPOT,5,1631096475000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,,live,,0.001,
122,,EGLD,1,,,,,,,EGLD-USDT,SPOT,5,1601425800000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDT,,live,,0.01,
123,,ELF,1,,,,,,,ELF-USDT,SPOT,3,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
124,,ELON,1,,,,,,,ELON-USDT,SPOT,,1635146385000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,5000000,5000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,5000000,,USDT,,live,,0.0000000001,
125,,EM,1,,,,,,,EM-USDT,SPOT,,1548133413000,0.00001,9999999999999.0000000000000000,20000000,9999999999999,1000000,999999,999999,9999999999999.0000000000000000,9999999999999.0000000000000000,100,,USDT,,live,,0.000001,
126,,ENJ,1,,,,,,,ENJ-USDT,SPOT,,1696864527000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,,USDT,,live,,0.0001,
127,,ENS,1,,,,,,,ENS-USDT,SPOT,5,1636418921000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDT,,live,,0.001,
128,,EOS,1,,,,,,,EOS-USDT,SPOT,10,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,,live,,0.0001,
129,,ERN,1,,,,,,,ERN-USDT,SPOT,,1629699284000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,,live,,0.001,
130,,ETC,1,,,,,,,ETC-USDT,SPOT,10,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDT,,live,,0.01,
131,,ETHW,1,,,,,,,ETHW-USDT,SPOT,5,1663258755000,0.0001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,,live,,0.001,
132,,EURT,1,,,,,,,EURT-USDT,SPOT,,1658201420000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDT,,live,,0.001,
133,,FET,1,,,,,,,FET-USDT,SPOT,5,1700803863000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,,USDT,,live,,0.0001,
134,,FIL,1,,,,,,,FIL-USDT,SPOT,5,1606946433000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDT,,live,,0.001,
135,,FITFI,1,,,,,,,FITFI-USDT,SPOT,3,1650948023000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,100,,USDT,,live,,0.000001,
136,,FLM,1,,,,,,,FLM-USDT,SPOT,5,1601247097000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,,live,,0.00001,
137,,FLOW,1,,,,,,,FLOW-USDT,SPOT,5,1614027600000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,,live,,0.0001,
138,,FLOKI,1,,,,,,,FLOKI-USDT,SPOT,5,1671172201000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100000,,USDT,,live,,0.00000001,
139,,FLR,1,,,,,,,FLR-USDT,SPOT,5,1673256334000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,,USDT,,live,,0.00001,
140,,FORTH,1,,,,,,,FORTH-USDT,SPOT,,1619067551000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,,live,,0.001,
141,,FRONT,1,,,,,,,FRONT-USDT,SPOT,5,1600144020000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
142,,FTM,1,,,,,,,FTM-USDT,SPOT,5,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
143,,FXS,1,,,,,,,FXS-USDT,SPOT,5,1688550672000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDT,,live,,0.001,
144,,GALA,1,,,,,,,GALA-USDT,SPOT,5,1632295327000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,,live,,0.00001,
145,,GALFT,1,,,,,,,GALFT-USDT,SPOT,,1655962540000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDT,,live,,0.001,
146,,GAL,1,,,,,,,GAL-USDT,SPOT,5,1681960918000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDT,,live,,0.001,
147,,GARI,1,,,,,,,GARI-USDT,SPOT,,1642487484000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,,live,,0.00001,
148,,GAS,1,,,,,,,GAS-USDT,SPOT,5,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,,live,,0.001,
149,,GEAR,1,,,,,,,GEAR-USDT,SPOT,,1671766215000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000,,USDT,,live,,0.000001,
150,,GF,1,,,,,,,GF-USDT,SPOT,,1638946096000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
151,,GFT,1,,,,,,,GFT-USDT,SPOT,3,1675865168000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,100,,USDT,,live,,0.00001,
152,,GHST,1,,,,,,,GHST-USDT,SPOT,,1602561620000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.001,
153,,GLM,1,,,,,,,GLM-USDT,SPOT,,1613696440000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
154,,GLMR,1,,,,,,,GLMR-USDT,SPOT,3,1641883794000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
155,,GMT,1,,,,,,,GMT-USDT,SPOT,5,1648782263000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDT,,live,,0.0001,
156,,GMX,1,,,,,,,GMX-USDT,SPOT,5,1672900108000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,USDT,,live,,0.01,
157,,GOAL,1,,,,,,,GOAL-USDT,SPOT,,1677471373000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,100,,USDT,,live,,0.0001,
158,,GODS,1,,,,,,,GODS-USDT,SPOT,3,1635493317000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
159,,GOG,1,,,,,,,GOG-USDT,SPOT,,1640083218000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
160,,GRT,1,,,,,,,GRT-USDT,SPOT,5,1608242400000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
161,,HBAR,1,,,,,,,HBAR-USDT,SPOT,5,1568679563000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.00001,
162,,HC,1,,,,,,,HC-USDT,SPOT,,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
163,,ICP,1,,,,,,,ICP-USDT,SPOT,5,1620662449000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDT,,live,,0.001,
